CAT_MAT;DESCRICAO;DOSAGEM;DOSE_DE_USO;APRESENTACAO;QUANT_DOSE_USO;QUANT_FRAC_APRESENT;FORMA_FARMACEUTICA;FRACIONADO;SOLICITA_FAR;TIPO;STATUS
208465;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, GRANDE, BRANCA, LISO, NAO ESTERILIZADA, SEM FORRO;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208456;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, GRANDE, VERDE, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1;;;;;;;MAT;Ativo
208456;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, GRANDE, VERDE, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208484;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, AZUL, ANTIDERRAPANTE, NAO ESTERILIZADA, COM FORR;1 | PAR       ;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208484;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, AZUL, ANTIDERRAPANTE, NAO ESTERILIZADA, COM FORR;1 | PAR       ;1;;;;;;;MAT;Ativo
208480;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, AZUL, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1;;;;;;;MAT;Ativo
208480;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, AZUL, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208496;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, BRANCA, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208496;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, BRANCA, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1;;;;;;;MAT;Ativo
208488;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, VERDE, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Ativo
208488;LUVA DE PROTECAO, NITRILICA, LIMPEZA, LONGO, MEDIO, VERDE, LISO, NAO ESTERILIZADA, COM FORRO;1 | PAR;1;;;;;;;MAT;Ativo
282935;LUVA, EM MALHA COMPRESSIVA ATE O OMBRO, COMPRESSAO 30 A 40MMHG, POLIAMIDA + ELASTANO, TAMANHO G LONG;1 | PAR       ;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Inativo
282935;LUVA, EM MALHA COMPRESSIVA ATE O OMBRO, COMPRESSAO 30 A 40MMHG, POLIAMIDA + ELASTANO, TAMANHO G LONG;1 | PAR       ;1;;;;;;;MAT;Inativo
390667;LUVA PARA PROCEDIMENTO NAO CIRURGICO, E.V.A., TAMANHO UNICO, ESTERIL;1 | UNIDADE;1;;;;;;;MAT;Ativo
390667;LUVA PARA PROCEDIMENTO NAO CIRURGICO, E.V.A., TAMANHO UNICO, ESTERIL;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
349009;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO GRANDE (8), LUBRIFICADA COM PO BIOABS;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
349009;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO GRANDE (8), LUBRIFICADA COM PO BIOABS;1 | UNIDADE;1;;;;;;;MAT;Ativo
301842;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO MEDIO (7), LUBRIFICADA COM PO BIOABSO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
301842;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO MEDIO (7), LUBRIFICADA COM PO BIOABSO;1 | UNIDADE;1;;;;;;;MAT;Ativo
301843;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO P (6 A 7), LUBRIFICADA COM PO BIOABSO;1 | UNIDADE;1;;;;;;;MAT;Ativo
301843;LUVA PARA PROCEDIMENTO NAO CIRURGICO, ISENTA DE LATEX, TAMANHO P (6 A 7), LUBRIFICADA COM PO BIOABSO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
269892;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, GRANDE,C/PO, DESCARTAVEL,AMBIDESTRA; | ;1 | CX 100 UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
269892;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, GRANDE,C/PO, DESCARTAVEL,AMBIDESTRA; | ;1;;;;;;;MAT;Inativo
269893;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, MEDIO, C/PO DESCARTAVEL,AMBIDESTRA, DESCARTAVEL; | ;1;;;;;;;MAT;Inativo
269893;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, MEDIO, C/PO DESCARTAVEL,AMBIDESTRA, DESCARTAVEL; | ;1 | CX 100 UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
375934;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, GRANDE, SEM PO, AMBIDESTRA; | ;1 | CX 100 UNI;CAIXA 1;1;;CX 50 UNI;NAO;NAO;MAT;Ativo
375934;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, GRANDE, SEM PO, AMBIDESTRA; | ;1;;;;;;;MAT;Ativo
269894;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, PEQUENO, LUBRIFICADA COM PO; | ;1;;;;;;;MAT;Inativo
269894;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, PEQUENO, LUBRIFICADA COM PO; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
375935;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, PEQUENO, SEM PO, AMBIDESTRA; | ;1 | CX 100 UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
375935;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX NATURAL INTEGRO E UNIFORME, PEQUENO, SEM PO, AMBIDESTRA; | ;1;;;;;;;MAT;Ativo
312215;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, PEQUENO, LUBRIFICADA COM PO BIOABSORVIVEL, ESTERIL, BRA;1 | CAIXA;1 | CAIXA;CAIXA 1;1;1;CAIXA;NAO;NAO;MAT;Ativo
312215;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, PEQUENO, LUBRIFICADA COM PO BIOABSORVIVEL, ESTERIL, BRA;1 | CAIXA;1;;;;;;;MAT;Ativo
296377;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, TAMANHO UNICO, C/ PUNHO, ESTERIL, GINECOLOGICA(1 LUVA),;1 | UNIDADE;1;;;;;;;MAT;Ativo
296377;LUVA PARA PROCEDIMENTO NAO CIRURGICO, LATEX, TAMANHO UNICO, C/ PUNHO, ESTERIL, GINECOLOGICA(1 LUVA),;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
313652;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, GRANDE, SEM PO, NAO ESTERILIZADA, SEM LATEX;1 | UNIDADE;1;;;;;;;MAT;Ativo
313652;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, GRANDE, SEM PO, NAO ESTERILIZADA, SEM LATEX;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
313653;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, MEDIO, SEM PO, NAO ESTERILIZADA, SEM LATEX; | ;1;;;;;;;MAT;Inativo
313653;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, MEDIO, SEM PO, NAO ESTERILIZADA, SEM LATEX; | ;1 | CX 100 UNI;CAIXA COM 100;1;;CX 100 UNI;NAO;NAO;MAT;Inativo
313654;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, PEQUENO, SEM PO, NAO ESTERILIZADA, SEM LATEX;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
313654;LUVA PARA PROCEDIMENTO NAO CIRURGICO, NITRILE, PEQUENO, SEM PO, NAO ESTERILIZADA, SEM LATEX;1 | UNIDADE;1;;;;;;;MAT;Ativo
286254;LUVA SEGURANCA, NEOPRENE, 10?/?, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAM;1 | PAR       ;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Inativo
286254;LUVA SEGURANCA, NEOPRENE, 10?/?, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAM;1 | PAR       ;1;;;;;;;MAT;Inativo
286255;LUVA SEGURANCA, NEOPRENE, 10, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMADA;1 | PAR       ;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Inativo
286255;LUVA SEGURANCA, NEOPRENE, 10, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMADA;1 | PAR       ;1;;;;;;;MAT;Inativo
286253;LUVA SEGURANCA, NEOPRENE, 9?/?, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMA;1 | PAR;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Inativo
286253;LUVA SEGURANCA, NEOPRENE, 9?/?, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMA;1 | PAR;1;;;;;;;MAT;Inativo
286256;LUVA SEGURANCA, NEOPRENE, 9, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMADA ;1 | PAR       ;1 | PAR;PAR 1;1;1;PAR;NAO;NAO;MAT;Inativo
286256;LUVA SEGURANCA, NEOPRENE, 9, P/PROTECAO TERMICA (ALTAS TEMPERATURAS), FORRO ISOLANTE C/DUPLA CAMADA ;1 | PAR       ;1;;;;;;;MAT;Inativo
301910;LUZ EMERGENCIA, FIXO A PAREDE, 2 UN, FLUORESCENTE, 8 W, BIVOLT, COM BATERIA RECARREGAVEL DE 6 V;1 | UNIDADE;1;;;;;;;MAT;Inativo
301910;LUZ EMERGENCIA, FIXO A PAREDE, 2 UN, FLUORESCENTE, 8 W, BIVOLT, COM BATERIA RECARREGAVEL DE 6 V;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
349955;MACACAO, BRIM - 100 % ALGODAO, HOSPITALAR, VERDE BANDEIRA, GRANDE, PRE-LAVADO, ESTERIL, PUNHO E TORN;1 | UNIDADE;1;;;;;;;MAT;Inativo
349955;MACACAO, BRIM - 100 % ALGODAO, HOSPITALAR, VERDE BANDEIRA, GRANDE, PRE-LAVADO, ESTERIL, PUNHO E TORN;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
349934;MACACAO, BRIM - 100 % ALGODAO, HOSPITALAR, VERDE BANDEIRA, MEDIO, PRE-LAVADO, ESTERIL, PUNHO E TORNO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
349934;MACACAO, BRIM - 100 % ALGODAO, HOSPITALAR, VERDE BANDEIRA, MEDIO, PRE-LAVADO, ESTERIL, PUNHO E TORNO;1 | UNIDADE;1;;;;;;;MAT;Inativo
271818;MACRONEBULIZADOR, ACRILICO, 500 ML, TAMPA C/ COROA,ENTRADA DE AR COMPRIMIDO E O2, TUBO CORRUGADO,SUP; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
271818;MACRONEBULIZADOR, ACRILICO, 500 ML, TAMPA C/ COROA,ENTRADA DE AR COMPRIMIDO E O2, TUBO CORRUGADO,SUP; | ;1;;;;;;;MAT;Inativo
295190;MACRONEBULIZADOR, ACRILICO, 500 ML, TAMPA EM PLASTICO INJETADO ALTA RESISTENCIA, TRAQUEIA EM PVC FLE;1 | UNIDADE;1;;;;;;;MAT;Inativo
295190;MACRONEBULIZADOR, ACRILICO, 500 ML, TAMPA EM PLASTICO INJETADO ALTA RESISTENCIA, TRAQUEIA EM PVC FLE;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
373606;MACRONEBULIZADOR, PLASTICO, 500 ML, TAMPA ROSQUEAVEL, TUBO CORRUGADO SILICONE, 1,20 M, MASCARA FACIA;1 | UNIDADE;1;;;;;;;MAT;Inativo
373606;MACRONEBULIZADOR, PLASTICO, 500 ML, TAMPA ROSQUEAVEL, TUBO CORRUGADO SILICONE, 1,20 M, MASCARA FACIA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
297064;MACRONEBULIZADOR, PLASTICO, 500 ML, TRAQUEIA 1,20 M, E MASCARA EM PVC FLEXIVEL; | ;1;;;;;;;MAT;Inativo
297064;MACRONEBULIZADOR, PLASTICO, 500 ML, TRAQUEIA 1,20 M, E MASCARA EM PVC FLEXIVEL; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
383801;MALHA TUBULAR ORTOPEDICA, ALGODAO, 10 X 25; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383801;MALHA TUBULAR ORTOPEDICA, ALGODAO, 10 X 25; | ;1;;;;;;;MAT;Inativo
383800;MALHA TUBULAR ORTOPEDICA, ALGODAO, 12 CM, 25 M;1 | UNIDADE;1;;;;;;;MAT;Inativo
383800;MALHA TUBULAR ORTOPEDICA, ALGODAO, 12 CM, 25 M;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383805;MALHA TUBULAR ORTOPEDICA, ALGODAO, 15 CM, 25 M; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383805;MALHA TUBULAR ORTOPEDICA, ALGODAO, 15 CM, 25 M; | ;1;;;;;;;MAT;Inativo
319689;MALHA TUBULAR ORTOPEDICA, ALGODAO, 20 CM, 15 M;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
319689;MALHA TUBULAR ORTOPEDICA, ALGODAO, 20 CM, 15 M;1 | UNIDADE;1;;;;;;;MAT;Inativo
351599;MALHA TUBULAR ORTOPEDICA, ALGODAO, 20 CM, 25 M; | ;1;;;;;;;MAT;Inativo
351599;MALHA TUBULAR ORTOPEDICA, ALGODAO, 20 CM, 25 M; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383804;MALHA TUBULAR ORTOPEDICA ALGODAO 4 CM 25 M; | ;1;;;;;;;MAT;Inativo
383804;MALHA TUBULAR ORTOPEDICA ALGODAO 4 CM 25 M; | ;1 | RL;ROLO;1;;RL;NAO;NAO;MAT;Inativo
383802;MALHA TUBULAR ORTOPEDICA, ALGODAO, 6 CM, 25 M; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383802;MALHA TUBULAR ORTOPEDICA, ALGODAO, 6 CM, 25 M; | ;1;;;;;;;MAT;Inativo
319687;MALHA TUBULAR ORTOPEDICA, ALGODAO, 8 CM, 15 M; | ;1;;;;;;;MAT;Inativo
319687;MALHA TUBULAR ORTOPEDICA, ALGODAO, 8 CM, 15 M; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
383799;MALHA TUBULAR ORTOPEDICA, ALGODAO, 8 CM, 25 M;1 | UNIDADE;1;;;;;;;MAT;Inativo
383799;MALHA TUBULAR ORTOPEDICA, ALGODAO, 8 CM, 25 M;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
238623;MALHA TUBULAR ORTOPEDICA, FIO SINTETICO, 7,50 CM, FIOS DUPLOS;1 | METRO;1;;;;;;;MAT;Inativo
238623;MALHA TUBULAR ORTOPEDICA, FIO SINTETICO, 7,50 CM, FIOS DUPLOS;1 | METRO;1 | METRO;METRO 1;1;1;METRO;NAO;NAO;MAT;Inativo
338376;MALHA TUBULAR ORTOPEDICA, MATERIAL ALGOD?O, LARGURA 4, COMPRIMENTO 15; | ;1;;;;;;;MAT;Inativo
338376;MALHA TUBULAR ORTOPEDICA, MATERIAL ALGOD?O, LARGURA 4, COMPRIMENTO 15; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
357114;MAMADEIRA, POLICARBONATO, 240 ML, LATEX, CRISTAL, RESISTENTE A ESTERILIZACAO EM AUTOCLAVE A VAPOR;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
357114;MAMADEIRA, POLICARBONATO, 240 ML, LATEX, CRISTAL, RESISTENTE A ESTERILIZACAO EM AUTOCLAVE A VAPOR;1 | UNIDADE;1;;;;;;;MAT;Inativo
31496;MANGUEIRA COMBATE INCENDIO, MANGUEIRA COMPLETA DE COMBATE A INCENDIO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
31496;MANGUEIRA COMBATE INCENDIO, MANGUEIRA COMPLETA DE COMBATE A INCENDIO;1 | UNIDADE;1;;;;;;;MAT;Inativo
288591;MANGUITO, ADULTO NORMAL, COMPATIVEL C/MONITOR ANAMED VITALWARE 78600, PNI;1 | UNIDADE;1;;;;;;;MAT;Inativo
288591;MANGUITO, ADULTO NORMAL, COMPATIVEL C/MONITOR ANAMED VITALWARE 78600, PNI;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
288590;MANGUITO, ADULTO NORMAL, COMPATIVEL C/MONITOR SIEMENS SC7000, PNI;1 | UNIDADE;1;;;;;;;MAT;Inativo
288590;MANGUITO, ADULTO NORMAL, COMPATIVEL C/MONITOR SIEMENS SC7000, PNI;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
335164;MANGUITO, BORRACHA, ADOLESCENTE, COMPATIVEL C/MONITOR DATEX OHMEDA;1 | UNIDADE;1;;;;;;;MAT;Inativo
335164;MANGUITO, BORRACHA, ADOLESCENTE, COMPATIVEL C/MONITOR DATEX OHMEDA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
320229;MANGUITO, BORRACHA, ADULTO NORMAL, COMPATIVEL C/ MONITOR DATEX OHMEDA CARDIOCAP II, COM BRACADEIRA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
320229;MANGUITO, BORRACHA, ADULTO NORMAL, COMPATIVEL C/ MONITOR DATEX OHMEDA CARDIOCAP II, COM BRACADEIRA;1 | UNIDADE;1;;;;;;;MAT;Inativo
289679;MANGUITO, BORRACHA, ADULTO NORMAL, COMPATIVEL COM MONITOR DIXTAL 2010;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
289679;MANGUITO, BORRACHA, ADULTO NORMAL, COMPATIVEL COM MONITOR DIXTAL 2010;1 | UNIDADE;1;;;;;;;MAT;Inativo
230360;MANGUITO, BORRACHA, BOLSA INFLAVEL, ADULTO NORMAL, APARELHO PRESSAO;1 | UNIDADE;1;;;;;;;MAT;Inativo
230360;MANGUITO, BORRACHA, BOLSA INFLAVEL, ADULTO NORMAL, APARELHO PRESSAO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
230357;MANGUITO, BORRACHA, BOLSA INFLAVEL, INFANTIL, APARELHO PRESSAO;1 | UNIDADE;1;;;;;;;MAT;Inativo
230357;MANGUITO, BORRACHA, BOLSA INFLAVEL, INFANTIL, APARELHO PRESSAO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
230359;MANGUITO, BORRACHA, BOLSA INFLAVEL, RECEM-NATO, APARELHO PRESSAO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
230359;MANGUITO, BORRACHA, BOLSA INFLAVEL, RECEM-NATO, APARELHO PRESSAO;1 | UNIDADE;1;;;;;;;MAT;Inativo
262034;MANGUITO, BORRACHA, COMPATIVEL MONITOR DATEX OHMEDA, DESCARTAVEL, NAO ESTERIL, PNI; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
262034;MANGUITO, BORRACHA, COMPATIVEL MONITOR DATEX OHMEDA, DESCARTAVEL, NAO ESTERIL, PNI; | ;1;;;;;;;MAT;Inativo
335163;MANGUITO, BORRACHA, INFANTIL, COMPATIVEL C/MONITOR DATEX OHMEDA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
335163;MANGUITO, BORRACHA, INFANTIL, COMPATIVEL C/MONITOR DATEX OHMEDA;1 | UNIDADE;1;;;;;;;MAT;Inativo
289676;MANGUITO, BORRACHA, PEDIATRICO, COMPATIVEL COM MONITOR DIXTAL 2010; | ;1;;;;;;;MAT;Inativo
289676;MANGUITO, BORRACHA, PEDIATRICO, COMPATIVEL COM MONITOR DIXTAL 2010; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
289678;MANGUITO, BORRACHA, RECEM-NATO, COMPATIVEL COM MONITOR DIXTAL 2010; | ;1;;;;;;;MAT;Inativo
289678;MANGUITO, BORRACHA, RECEM-NATO, COMPATIVEL COM MONITOR DIXTAL 2010; | ;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
354493;MANGUITO, BORRACHA, RECEM-NATO, COMPATIVEL MONITOR DATEX OHMEDA;1 | UNIDADE;1;;;;;;;MAT;Inativo
354493;MANGUITO, BORRACHA, RECEM-NATO, COMPATIVEL MONITOR DATEX OHMEDA;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
354568;MANGUITO, ISENTO DE LATEX, ADULTO NORMAL, COMPATIVEL COM CARDIOVERSOR ZOLL M-SERIES;1 | UNIDADE;1;;;;;;;MAT;Inativo
354568;MANGUITO, ISENTO DE LATEX, ADULTO NORMAL, COMPATIVEL COM CARDIOVERSOR ZOLL M-SERIES;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
354567;MANGUITO, ISENTO DE LATEX, PEDIATRICO, COMPATIVEL COM CARDIOVERSOR ZOLL M-SERIES;1 | UNIDADE;1;;;;;;;MAT;Inativo
354567;MANGUITO, ISENTO DE LATEX, PEDIATRICO, COMPATIVEL COM CARDIOVERSOR ZOLL M-SERIES;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
335141;MANGUITO, MATERIAL BORRACHA, TAMANHO ADULTO NORMAL, APLICAC?O COMPATIVEL C/MONITOR DRAGER; | ;1;;;;;;;MAT;Inativo
335141;MANGUITO, MATERIAL BORRACHA, TAMANHO ADULTO NORMAL, APLICAC?O COMPATIVEL C/MONITOR DRAGER; | ;1 | UNI;UNIDADE;1;;UNI;NAO;NAO;MAT;Inativo
244366;MANIFOLD, POLICARBONATO TRANSPARENTE, 3 TORNEIRAS COM TRES VIAS, ESTERIL, ATE 1050 PSI, VALVULA COM ;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
244366;MANIFOLD, POLICARBONATO TRANSPARENTE, 3 TORNEIRAS COM TRES VIAS, ESTERIL, ATE 1050 PSI, VALVULA COM ;1 | UNIDADE;1;;;;;;;MAT;Inativo
368633;MANIFOLD, POLICARBONATO TRANSPARENTE, 3 TORNEIRAS 5 VIAS, ALTA PRESSAO, DESCARTAVEL,ESTERIL, ATE 500;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
368633;MANIFOLD, POLICARBONATO TRANSPARENTE, 3 TORNEIRAS 5 VIAS, ALTA PRESSAO, DESCARTAVEL,ESTERIL, ATE 500;1 | UNIDADE;1;;;;;;;MAT;Inativo
285043;MANIPULADOR UTERINO, DESCARTAVEL, SISTEMA DE HASTE ROTATORIO P/ ANTEVERSAO DE 130?, RETROVERSAO DE 9;1 | UNIDADE;1;;;;;;;MAT;Inativo
285043;MANIPULADOR UTERINO, DESCARTAVEL, SISTEMA DE HASTE ROTATORIO P/ ANTEVERSAO DE 130?, RETROVERSAO DE 9;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
292562;MANIPULADOR UTERINO, DESCARTAVEL,ESTERIL,RETRATOR-ELEVADOR,TUBO EM ABS,, CANAL INTERNO P/CONTRASTE 4;1 | UNIDADE;1;;;;;;;MAT;Inativo
292562;MANIPULADOR UTERINO, DESCARTAVEL,ESTERIL,RETRATOR-ELEVADOR,TUBO EM ABS,, CANAL INTERNO P/CONTRASTE 4;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
361027;MANOMETRO, INSUFLADOR, 20 ML, PRESSAO MAXIMA 30ATM, TRAVA COM ALAVANCA RAPIDO DESTRAVAMENTO;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Ativo
361027;MANOMETRO, INSUFLADOR, 20 ML, PRESSAO MAXIMA 30ATM, TRAVA COM ALAVANCA RAPIDO DESTRAVAMENTO;1 | UNIDADE;1;;;;;;;MAT;Ativo
268015;MANOMETRO, VIDRO, INCLINADO/VERTICAL, ANALOGICO, 0 A 60 MMCA, MEDIR PRESSAO POSITIVA, VACUO E DIFERE;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
268015;MANOMETRO, VIDRO, INCLINADO/VERTICAL, ANALOGICO, 0 A 60 MMCA, MEDIR PRESSAO POSITIVA, VACUO E DIFERE;1 | UNIDADE;1;;;;;;;MAT;Inativo
363783;MANOPLA, CANULA PARA INSTRUMENTO BIPOLAR VIDEOLAPAROSCOPIA, COMPATIVEL COM BISTURI ELETRONICO MAXIUM;1 | UNIDADE;1 | UNI;UNIDADE 1;1;1;UNI;NAO;NAO;MAT;Inativo
363783;MANOPLA, CANULA PARA INSTRUMENTO BIPOLAR VIDEOLAPAROSCOPIA, COMPATIVEL COM BISTURI ELETRONICO MAXIUM;1 | UNIDADE;1;;;;;;;MAT;Inativo
340893;MANOPLA, COMPATIVEL COM FOCO CIRURGICO HERAUS, 14 CM, AUTOCLAVAVEL; | ;1;;;;;;;MAT;Inativo
